date,daily_cases,Country
"July 10, 2020","['6,635']",RU
"July 9, 2020","['6,509', '6,509']",RU
"July 8, 2020","['6,562']",RU
"July 7, 2020","['6,368', '6,368']",RU
"July 6, 2020","['6,611']",RU
"July 5, 2020","['6,736', '6,736']",RU
"July 4, 2020","['6,632']",RU
"July 3, 2020","['6,718', '6,718']",RU
"July 2, 2020","['6,760']",RU
"July 1, 2020","['6,556', '6,556']",RU
"June 30, 2020","['6,693']",RU
"June 29, 2020","['6,719', '6,719']",RU
"June 28, 2020","['6,791']",RU
"June 27, 2020","['6,852', '6,852']",RU
"June 26, 2020","['6,800']",RU
"June 25, 2020","['7,113']",RU
"June 24, 2020","['7,176', '7,176']",RU
"June 23, 2020","['7,425']",RU
"June 22, 2020","['7,600', '7,600']",RU
"June 21, 2020","['7,728']",RU
"June 20, 2020","['7,889', '7,889']",RU
"June 19, 2020","['7,972']",RU
"June 18, 2020","['7,790', '7,790']",RU
"June 17, 2020","['7,843']",RU
"June 16, 2020","['8,248', '8,248']",RU
"June 15, 2020","['8,246']",RU
"June 14, 2020","['8,835', '8,835']",RU
"June 13, 2020","['8,706']",RU
"June 12, 2020","['8,987', '8,987']",RU
"June 11, 2020","['8,779']",RU
"June 10, 2020","['8,404', '8,404']",RU
"June 9, 2020","['8,595']",RU
"June 8, 2020","['8,985', '8,985']",RU
"June 7, 2020","['8,984']",RU
"June 6, 2020","['8,855']",RU
"June 5, 2020","['8,726', '8,726']",RU
"June 4, 2020","['8,831']",RU
"June 3, 2020","['8,536', '8,536']",RU
"June 2, 2020","['8,863']",RU
"June 1, 2020","['9,035', '9,035']",RU
"May 31, 2020","['9,268']",RU
"May 30, 2020","['8,952', '8,952']",RU
"May 29, 2020","['8,572']",RU
"May 28, 2020","['8,371', '8,371']",RU
"May 27, 2020","['8,338']",RU
"May 26, 2020","['8,915', '8,915']",RU
"May 25, 2020","['8,946']",RU
"May 24, 2020","['8,599', '8,599']",RU
"May 23, 2020","['9,434']",RU
"May 22, 2020","['8,894', '8,894']",RU
"May 21, 2020","['8,849']",RU
"May 20, 2020","['8,764']",RU
"May 19, 2020","['9,263', '9,263']",RU
"May 18, 2020","['8,926']",RU
"May 17, 2020","['9,709', '9,709']",RU
"May 16, 2020","['9,200']",RU
"May 15, 2020","['10,598', '10,598']",RU
"May 14, 2020","['9,974']",RU
"May 13, 2020","['10,028', '10,028']",RU
"May 12, 2020","['10,899']",RU
"May 11, 2020","['11,656', '11,656']",RU
"May 10, 2020","['11,012']",RU
"May 9, 2020","['10,817', '10,817']",RU
"May 8, 2020","['10,699']",RU
"May 7, 2020","['11,231', '11,231']",RU
"May 6, 2020","['10,559']",RU
"May 5, 2020","['10,102', '10,102']",RU
"May 4, 2020","['10,581']",RU
"May 3, 2020","['10,633', '10,633']",RU
"May 2, 2020","['9,623']",RU
"May 1, 2020","['7,933']",RU
"April 30, 2020","['7,099', '7,099']",RU
"April 29, 2020","['5,841']",RU
"April 28, 2020","['6,411', '6,411']",RU
"April 27, 2020","['6,198']",RU
"April 26, 2020","['6,361', '6,361']",RU
"April 25, 2020","['5,966']",RU
"April 24, 2020","['5,849', '5,849']",RU
"April 23, 2020","['4,774']",RU
"April 22, 2020","['5,236', '5,236']",RU
"April 21, 2020","['5,642']",RU
"April 20, 2020","['4,268', '4,268']",RU
"April 19, 2020","['6,060']",RU
"April 18, 2020","['4,785', '4,785']",RU
"April 17, 2020","['4,070']",RU
"April 16, 2020","['3,448', '3,448']",RU
"April 15, 2020","['3,388']",RU
"April 14, 2020","['2,774', '2,774']",RU
"April 13, 2020","['2,558']",RU
"April 12, 2020","['2,186']",RU
"April 11, 2020","['1,667', '1,667']",RU
"April 10, 2020","['1,786']",RU
"April 9, 2020","['2,634', '2,634']",RU
"April 8, 2020","['1,154']",RU
"April 7, 2020","['954', '954']",RU
"April 6, 2020",['658'],RU
"April 5, 2020","['582', '582']",RU
"April 4, 2020",['601'],RU
"April 3, 2020","['771', '771']",RU
"April 2, 2020",['0'],RU
"April 1, 2020","['440', '440']",RU
"March 31, 2020",['500'],RU
"March 30, 2020","['303', '303']",RU
"March 29, 2020",['270'],RU
"March 28, 2020","['228', '228']",RU
"March 27, 2020",['196'],RU
"March 26, 2020","['182', '182']",RU
"March 25, 2020",['163'],RU
"March 24, 2020",['57'],RU
"March 23, 2020","['132', '132']",RU
"March 22, 2020",['53'],RU
"March 21, 2020","['54', '54']",RU
"March 20, 2020",['52'],RU
"March 19, 2020","['54', '54']",RU
"March 18, 2020",['0'],RU
"March 17, 2020","['59', '59']",RU
"March 16, 2020",['0'],RU
"March 15, 2020","['0', '0']",RU
"March 14, 2020",['0'],RU
"March 13, 2020","['14', '14']",RU
"March 12, 2020",['13'],RU
"March 11, 2020","['0', '0']",RU
"March 10, 2020",['0'],RU
"March 9, 2020","['0', '0']",RU
"March 8, 2020",['3'],RU
"March 7, 2020","['0', '0']",RU
"March 6, 2020",['1'],RU
"March 5, 2020",['0'],RU
"March 4, 2020","['0', '0']",RU
"March 3, 2020",['1'],RU
"March 2, 2020","['0', '0']",RU
"March 1, 2020",['0'],RU
"February 29, 2020","['0', '0']",RU
"February 28, 2020",['0'],RU
"February 27, 2020","['0', '0']",RU
"February 26, 2020",['0'],RU
"February 25, 2020","['0', '0']",RU
"February 24, 2020",['0'],RU
"February 23, 2020","['0', '0']",RU
"February 22, 2020",['0'],RU
"February 21, 2020","['0', '0']",RU
"February 20, 2020",['0'],RU
"February 19, 2020","['0', '0']",RU
"February 18, 2020",['0'],RU
"February 17, 2020","['0', '0']",RU
"February 16, 2020",['0'],RU
"February 15, 2020",['0'],RU
"February 14, 2020","['0', '0']",RU
"February 13, 2020",['0'],RU
"February 12, 2020","['0', '0']",RU
"February 11, 2020",['0'],RU
"February 10, 2020","['0', '0']",RU
"February 9, 2020",['0'],RU
"February 8, 2020","['0', '0']",RU
"February 7, 2020",['0'],RU
"February 6, 2020","['0', '0']",RU
"February 5, 2020",['0'],RU
"February 4, 2020","['0', '0']",RU
"February 3, 2020",['0'],RU
"February 2, 2020","['0', '0']",RU
"February 1, 2020",['0'],RU
"January 31, 2020","['2', '2']",RU
"January 30, 2020",['0'],RU
"January 29, 2020","['0', '0']",RU
"January 28, 2020",['0'],RU
"January 27, 2020",['0'],RU
"January 26, 2020","['0', '0']",RU
"January 25, 2020",['0'],RU
"January 24, 2020","['0', '0']",RU
"January 23, 2020",['0'],RU
"January 22, 2020","['0', '0']",RU
"January 21, 2020",['0'],RU
"January 20, 2020","['0', '0']",RU
"January 19, 2020",['0'],RU
"January 18, 2020","['0', '0']",RU
"January 17, 2020",['0'],RU
"January 16, 2020","['0', '0']",RU
"January 15, 2020",['0'],RU
"January 14, 2020","['0', '0']",RU
"January 13, 2020",['0'],RU
"January 12, 2020","['0', '0']",RU
"January 11, 2020",['0'],RU
"January 10, 2020","['0', '0']",RU
"January 9, 2020",['0'],RU
"January 8, 2020",['0'],RU
"January 7, 2020","['0', '0']",RU
"January 6, 2020",['0'],RU
"January 5, 2020","['0', '0']",RU
"January 4, 2020",['0'],RU
"February 18, 2021",['11'],SG
"February 17, 2021",['1'],SG
"February 16, 2021","['9', '9']",SG
"February 15, 2021",['14'],SG
"February 14, 2021","['9', '9']",SG
"February 13, 2021",['18'],SG
"February 12, 2021","['12', '12']",SG
"February 11, 2021",['15'],SG
"February 10, 2021","['11', '11']",SG
"February 9, 2021",['22'],SG
"February 8, 2021","['24', '24']",SG
"February 7, 2021",['26'],SG
"February 6, 2021",['25'],SG
"February 5, 2021","['22', '22']",SG
"February 4, 2021",['18'],SG
"February 3, 2021","['19', '19']",SG
"February 2, 2021",['29'],SG
"February 1, 2021","['29', '29']",SG
"January 31, 2021",['58'],SG
"January 30, 2021","['24', '24']",SG
"January 29, 2021",['34'],SG
"January 28, 2021","['25', '25']",SG
"January 27, 2021",['14'],SG
"January 26, 2021","['44', '44']",SG
"January 25, 2021",['48'],SG
"January 24, 2021","['10', '10']",SG
"January 23, 2021",['15'],SG
"January 22, 2021","['38', '38']",SG
"January 21, 2021",['40'],SG
"January 20, 2021","['30', '30']",SG
"January 19, 2021",['14'],SG
"January 18, 2021",['30'],SG
"January 17, 2021","['24', '24']",SG
"January 16, 2021",['30'],SG
"January 15, 2021","['45', '45']",SG
"January 14, 2021",['38'],SG
"January 13, 2021","['17', '17']",SG
"January 12, 2021",['22'],SG
"January 11, 2021","['42', '42']",SG
"January 10, 2021",['29'],SG
"January 9, 2021","['23', '23']",SG
"January 8, 2021",['33'],SG
"January 7, 2021","['31', '31']",SG
"January 6, 2021",['28'],SG
"January 5, 2021","['24', '24']",SG
"January 4, 2021",['35'],SG
"January 3, 2021","['33', '33']",SG
"January 2, 2021",['30'],SG
"January 1, 2021","['30', '30']",SG
"December 31, 2020",['27'],SG
"December 30, 2020",['13'],SG
"December 29, 2020","['5', '5']",SG
"December 28, 2020",['5'],SG
"December 27, 2020","['10', '10']",SG
"December 26, 2020",['14'],SG
"December 25, 2020","['13', '13']",SG
"December 24, 2020",['21'],SG
"December 23, 2020","['29', '29']",SG
"December 22, 2020",['10'],SG
"December 21, 2020","['19', '19']",SG
"December 20, 2020",['17'],SG
"December 19, 2020","['9', '9']",SG
"December 18, 2020",['24'],SG
"December 17, 2020","['12', '12']",SG
"December 16, 2020",['16'],SG
"December 15, 2020","['5', '5']",SG
"December 14, 2020",['7'],SG
"December 13, 2020","['8', '8']",SG
"December 12, 2020",['8'],SG
"December 11, 2020",['6'],SG
"December 10, 2020","['6', '6']",SG
"December 9, 2020",['12'],SG
"December 8, 2020","['13', '13']",SG
"December 7, 2020",['5'],SG
"December 6, 2020","['13', '13']",SG
"December 5, 2020",['3'],SG
"December 4, 2020","['9', '9']",SG
"December 3, 2020",['2'],SG
"December 2, 2020","['10', '10']",SG
"December 1, 2020",['5'],SG
"November 30, 2020","['8', '8']",SG
"November 29, 2020",['6'],SG
"November 28, 2020","['4', '4']",SG
"November 27, 2020",['5'],SG
"November 26, 2020","['7', '7']",SG
"November 25, 2020",['18'],SG
"November 24, 2020","['5', '5']",SG
"November 23, 2020",['12'],SG
"November 22, 2020",['5'],SG
"November 21, 2020","['4', '4']",SG
"November 20, 2020",['4'],SG
"November 19, 2020","['5', '5']",SG
"November 18, 2020",['6'],SG
"November 17, 2020","['5', '5']",SG
"November 16, 2020",['3'],SG
"November 15, 2020","['2', '2']",SG
"November 14, 2020",['12'],SG
"November 13, 2020","['11', '11']",SG
"November 12, 2020",['18'],SG
"November 11, 2020","['9', '9']",SG
"November 10, 2020",['8'],SG
"November 9, 2020","['2', '2']",SG
"November 8, 2020",['7'],SG
"November 7, 2020","['4', '4']",SG
"November 6, 2020",['7'],SG
"November 5, 2020",['7'],SG
"November 4, 2020","['9', '9']",SG
"November 3, 2020",['1'],SG
"November 2, 2020","['4', '4']",SG
"November 1, 2020",['12'],SG
"October 31, 2020","['9', '9']",SG
"October 30, 2020",['7'],SG
"October 29, 2020","['7', '7']",SG
"October 28, 2020",['7'],SG
"October 27, 2020","['3', '3']",SG
"October 26, 2020",['5'],SG
"October 25, 2020","['14', '14']",SG
"October 24, 2020",['10'],SG
"October 23, 2020","['8', '8']",SG
"October 22, 2020",['12'],SG
"October 21, 2020","['6', '6']",SG
"October 20, 2020",['4'],SG
"October 19, 2020","['7', '7']",SG
"October 18, 2020",['3'],SG
"October 17, 2020",['9'],SG
"October 16, 2020","['3', '3']",SG
"October 15, 2020",['5'],SG
"October 14, 2020","['4', '4']",SG
"October 13, 2020",['4'],SG
"October 12, 2020","['10', '10']",SG
"October 11, 2020",['7'],SG
"October 10, 2020","['10', '10']",SG
"October 9, 2020",['9'],SG
"October 8, 2020","['10', '10']",SG
"October 7, 2020",['11'],SG
"October 6, 2020","['7', '7']",SG
"October 5, 2020",['12'],SG
"October 4, 2020","['6', '6']",SG
"October 3, 2020",['10'],SG
"October 2, 2020","['19', '19']",SG
"October 1, 2020",['23'],SG
"September 30, 2020","['27', '27']",SG
"September 29, 2020",['15'],SG
"September 28, 2020",['15'],SG
"September 27, 2020","['20', '20']",SG
"September 26, 2020",['11'],SG
"September 25, 2020","['15', '15']",SG
"September 24, 2020",['12'],SG
"September 23, 2020","['21', '21']",SG
"September 22, 2020",['30'],SG
"September 21, 2020","['18', '18']",SG
"September 20, 2020",['15'],SG
"September 19, 2020","['11', '11']",SG
"September 18, 2020",['18'],SG
"September 17, 2020","['26', '26']",SG
"September 16, 2020",['34'],SG
"September 15, 2020","['48', '48']",SG
"September 14, 2020",['49'],SG
"September 13, 2020","['42', '42']",SG
"September 12, 2020",['86'],SG
"September 11, 2020","['63', '63']",SG
"September 10, 2020",['75'],SG
"September 9, 2020",['47'],SG
"September 8, 2020","['22', '22']",SG
"September 7, 2020",['40'],SG
"September 6, 2020","['34', '34']",SG
"September 5, 2020",['40'],SG
"September 4, 2020","['48', '48']",SG
"September 3, 2020",['8'],SG
"September 2, 2020","['40', '40']",SG
"September 1, 2020",['41'],SG
"August 31, 2020","['54', '54']",SG
"August 30, 2020",['51'],SG
"August 29, 2020","['94', '94']",SG
"August 28, 2020",['77'],SG
"August 27, 2020","['60', '60']",SG
"August 26, 2020",['31'],SG
"August 25, 2020","['51', '51']",SG
"August 24, 2020",['87'],SG
"August 23, 2020","['50', '50']",SG
"August 22, 2020",['117'],SG
"August 21, 2020",['68'],SG
"August 20, 2020","['93', '93']",SG
"August 19, 2020",['100'],SG
"August 18, 2020","['91', '91']",SG
"August 17, 2020",['86'],SG
"August 16, 2020","['81', '81']",SG
"August 15, 2020",['83'],SG
"August 14, 2020","['102', '102']",SG
"August 13, 2020",['42'],SG
"August 12, 2020","['61', '61']",SG
"August 11, 2020",['188'],SG
"August 10, 2020","['175', '175']",SG
"August 9, 2020",['132'],SG
"August 8, 2020","['242', '242']",SG
"August 7, 2020",['301'],SG
"August 6, 2020","['908', '908']",SG
"August 5, 2020",['295'],SG
"August 4, 2020","['226', '226']",SG
"August 3, 2020",['313'],SG
"August 2, 2020",['307'],SG
"August 1, 2020","['396', '396']",SG
"July 31, 2020",['278'],SG
"July 30, 2020","['334', '334']",SG
"July 29, 2020",['359'],SG
"July 28, 2020","['469', '469']",SG
"July 27, 2020",['481'],SG
"July 26, 2020","['513', '513']",SG
"July 25, 2020",['277'],SG
"July 24, 2020","['354', '354']",SG
"July 23, 2020",['310'],SG
"July 22, 2020","['398', '398']",SG
"July 21, 2020",['123'],SG
"July 20, 2020","['257', '257']",SG
"July 19, 2020",['202'],SG
"July 18, 2020","['327', '327']",SG
"July 17, 2020",['248'],SG
"July 16, 2020","['249', '249']",SG
"July 15, 2020",['347'],SG
"July 14, 2020",['322'],SG
"July 13, 2020","['178', '178']",SG
"July 12, 2020",['169'],SG
"July 11, 2020","['191', '191']",SG
"July 10, 2020",['125'],SG
"July 9, 2020","['158', '158']",SG
"July 8, 2020",['157'],SG
"July 7, 2020","['183', '183']",SG
"July 6, 2020",['136'],SG
"July 5, 2020","['185', '185']",SG
"July 4, 2020",['169'],SG
"July 3, 2020","['188', '188']",SG
"July 2, 2020",['215'],SG
"July 1, 2020","['246', '246']",SG
"June 30, 2020",['202'],SG
"June 29, 2020","['213', '213']",SG
"June 28, 2020",['291'],SG
"June 27, 2020","['219', '219']",SG
"June 26, 2020",['113'],SG
"June 25, 2020",['191'],SG
"June 24, 2020","['119', '119']",SG
"June 23, 2020",['218'],SG
"June 22, 2020","['262', '262']",SG
"June 21, 2020",['218'],SG
"June 20, 2020","['142', '142']",SG
"June 19, 2020",['257'],SG
"June 18, 2020","['247', '247']",SG
"June 17, 2020",['151'],SG
"June 16, 2020","['214', '214']",SG
"June 15, 2020",['407'],SG
"June 14, 2020","['347', '347']",SG
"June 13, 2020",['463'],SG
"June 12, 2020","['422', '422']",SG
"June 11, 2020",['451'],SG
"June 10, 2020","['218', '218']",SG
"June 9, 2020",['386'],SG
"June 8, 2020","['383', '383']",SG
"June 7, 2020",['344'],SG
"June 6, 2020",['261'],SG
"June 5, 2020","['517', '517']",SG
"June 4, 2020",['569'],SG
"June 3, 2020","['544', '544']",SG
"June 2, 2020",['408'],SG
"June 1, 2020","['518', '518']",SG
"May 31, 2020",['506'],SG
"May 30, 2020","['611', '611']",SG
"May 29, 2020",['373'],SG
"May 28, 2020","['533', '533']",SG
"May 27, 2020",['383'],SG
"May 26, 2020","['344', '344']",SG
"May 25, 2020",['548'],SG
"May 24, 2020","['642', '642']",SG
"May 23, 2020",['614'],SG
"May 22, 2020","['448', '448']",SG
"May 21, 2020",['570'],SG
"May 20, 2020",['451'],SG
"May 19, 2020","['305', '305']",SG
"May 18, 2020",['682'],SG
"May 17, 2020","['465', '465']",SG
"May 16, 2020",['793'],SG
"May 15, 2020","['752', '752']",SG
"May 14, 2020",['675'],SG
"May 13, 2020","['849', '849']",SG
"May 12, 2020",['486'],SG
"May 11, 2020","['876', '876']",SG
"May 10, 2020",['753'],SG
"May 9, 2020","['768', '768']",SG
"May 8, 2020",['741'],SG
"May 7, 2020","['788', '788']",SG
"May 6, 2020",['632'],SG
"May 5, 2020","['573', '573']",SG
"May 4, 2020",['657'],SG
"May 3, 2020","['447', '447']",SG
"May 2, 2020",['932'],SG
"May 1, 2020",['528'],SG
"April 30, 2020","['690', '690']",SG
"April 29, 2020",['528'],SG
"April 28, 2020","['799', '799']",SG
"April 27, 2020",['931'],SG
"April 26, 2020","['618', '618']",SG
"April 25, 2020",['897'],SG
"April 24, 2020","['1,037', '1,037']",SG
"April 23, 2020","['1,016']",SG
"April 22, 2020","['1,111', '1,111']",SG
"April 21, 2020","['1,426']",SG
"April 20, 2020","['596', '596']",SG
"April 19, 2020",['942'],SG
"April 18, 2020","['623', '623']",SG
"April 17, 2020",['728'],SG
"April 16, 2020","['447', '447']",SG
"April 15, 2020",['334'],SG
"April 14, 2020","['386', '386']",SG
"April 13, 2020",['233'],SG
"April 12, 2020",['191'],SG
"April 11, 2020","['198', '198']",SG
"April 10, 2020",['287'],SG
"April 9, 2020","['142', '142']",SG
"April 8, 2020",['106'],SG
"April 7, 2020","['66', '66']",SG
"April 6, 2020",['120'],SG
"April 5, 2020","['75', '75']",SG
"April 4, 2020",['65'],SG
"April 3, 2020","['49', '49']",SG
"April 2, 2020",['74'],SG
"April 1, 2020","['47', '47']",SG
"March 31, 2020",['35'],SG
"March 30, 2020","['42', '42']",SG
"March 29, 2020",['70'],SG
"March 28, 2020","['49', '49']",SG
"March 27, 2020",['52'],SG
"March 26, 2020","['73', '73']",SG
"March 25, 2020",['51'],SG
"March 24, 2020",['52'],SG
"March 23, 2020","['23', '23']",SG
"March 22, 2020",['0'],SG
"March 21, 2020","['47', '47']",SG
"March 20, 2020",['40'],SG
"March 19, 2020","['28', '28']",SG
"March 18, 2020",['47'],SG
"March 17, 2020","['23', '23']",SG
"March 16, 2020",['17'],SG
"March 15, 2020","['14', '14']",SG
"March 14, 2020",['12'],SG
"March 13, 2020","['13', '13']",SG
"March 12, 2020",['9'],SG
"March 11, 2020","['12', '12']",SG
"March 10, 2020",['6'],SG
"March 9, 2020","['10', '10']",SG
"March 8, 2020",['12'],SG
"March 7, 2020","['8', '8']",SG
"March 6, 2020",['13'],SG
"March 5, 2020",['7'],SG
"March 4, 2020","['0', '0']",SG
"March 3, 2020",['2'],SG
"March 2, 2020","['2', '2']",SG
"March 1, 2020",['4'],SG
"February 29, 2020","['4', '4']",SG
"February 28, 2020",['2'],SG
"February 27, 2020","['3', '3']",SG
"February 26, 2020",['2'],SG
"February 25, 2020","['1', '1']",SG
"February 24, 2020",['1'],SG
"February 23, 2020","['0', '0']",SG
"February 22, 2020",['3'],SG
"February 21, 2020","['1', '1']",SG
"February 20, 2020",['1'],SG
"February 19, 2020","['3', '3']",SG
"February 18, 2020",['4'],SG
"February 17, 2020","['2', '2']",SG
"February 16, 2020",['3'],SG
"February 15, 2020",['5'],SG
"February 14, 2020","['9', '9']",SG
"February 13, 2020",['8'],SG
"February 12, 2020","['3', '3']",SG
"February 11, 2020",['2'],SG
"February 10, 2020","['2', '2']",SG
"February 9, 2020",['3'],SG
"February 8, 2020","['7', '7']",SG
"February 7, 2020",['3'],SG
"February 6, 2020","['2', '2']",SG
"February 5, 2020",['4'],SG
"February 4, 2020","['6', '6']",SG
"February 3, 2020",['0'],SG
"February 2, 2020","['0', '0']",SG
"February 1, 2020",['2'],SG
"January 31, 2020","['3', '3']",SG
"January 30, 2020",['3'],SG
"January 29, 2020","['3', '3']",SG
"January 28, 2020",['2'],SG
"January 27, 2020",['1'],SG
"January 26, 2020","['1', '1']",SG
"January 25, 2020",['0'],SG
"January 24, 2020","['2', '2']",SG
"January 23, 2020",['5'],SG
"January 22, 2020","['0', '0']",SG
"January 21, 2020",['0'],SG
"January 20, 2020","['0', '0']",SG
"January 19, 2020",['0'],SG
"January 18, 2020","['0', '0']",SG
"January 17, 2020",['0'],SG
"January 16, 2020","['0', '0']",SG
"January 15, 2020",['0'],SG
"January 14, 2020","['0', '0']",SG
"January 13, 2020",['0'],SG
"January 12, 2020","['0', '0']",SG
"January 11, 2020",['0'],SG
"January 10, 2020","['0', '0']",SG
"January 9, 2020",['0'],SG
"January 8, 2020",['0'],SG
"January 7, 2020","['0', '0']",SG
"January 6, 2020",['0'],SG
"January 5, 2020","['0', '0']",SG
"January 4, 2020",['0'],SG
"February 18, 2021","['2,320']",ZA
"February 17, 2021","['1,210']",ZA
"February 16, 2021","['1,102', '1,102']",ZA
"February 15, 2021","['1,744']",ZA
"February 14, 2021","['2,382', '2,382']",ZA
"February 13, 2021","['2,781']",ZA
"February 12, 2021","['2,488', '2,488']",ZA
"February 11, 2021","['3,159']",ZA
"February 10, 2021","['1,742', '1,742']",ZA
"February 9, 2021","['1,376']",ZA
"February 8, 2021","['2,435', '2,435']",ZA
"February 7, 2021","['3,184']",ZA
"February 6, 2021","['3,749']",ZA
"February 5, 2021","['3,751', '3,751']",ZA
"February 4, 2021","['4,058']",ZA
"February 3, 2021","['2,649', '2,649']",ZA
"February 2, 2021","['2,548']",ZA
"February 1, 2021","['4,525', '4,525']",ZA
"January 31, 2021","['5,297']",ZA
"January 30, 2021","['6,141', '6,141']",ZA
"January 29, 2021","['7,150']",ZA
"January 28, 2021","['7,070', '7,070']",ZA
"January 27, 2021","['6,041']",ZA
"January 26, 2021","['4,551', '4,551']",ZA
"January 25, 2021","['8,147']",ZA
"January 24, 2021","['12,271', '12,271']",ZA
"January 23, 2021","['11,761']",ZA
"January 22, 2021","['11,381', '11,381']",ZA
"January 21, 2021","['12,710']",ZA
"January 20, 2021","['9,780', '9,780']",ZA
"January 19, 2021","['9,010']",ZA
"January 18, 2021","['12,267']",ZA
"January 17, 2021","['13,973', '13,973']",ZA
"January 16, 2021","['14,880']",ZA
"January 15, 2021","['18,503', '18,503']",ZA
"January 14, 2021","['18,555']",ZA
"January 13, 2021","['13,105', '13,105']",ZA
"January 12, 2021","['15,046']",ZA
"January 11, 2021","['17,421', '17,421']",ZA
"January 10, 2021","['21,606']",ZA
"January 9, 2021","['21,980', '21,980']",ZA
"January 8, 2021","['20,999']",ZA
"January 7, 2021","['21,832', '21,832']",ZA
"January 6, 2021","['14,410']",ZA
"January 5, 2021","['12,601', '12,601']",ZA
"January 4, 2021","['11,859']",ZA
"January 3, 2021","['31,328', '31,328']",ZA
"January 2, 2021",['0'],ZA
"January 1, 2021","['18,400', '18,400']",ZA
"December 31, 2020","['17,710']",ZA
"December 30, 2020","['9,580']",ZA
"December 29, 2020","['7,458', '7,458']",ZA
"December 28, 2020","['9,502']",ZA
"December 27, 2020","['11,552', '11,552']",ZA
"December 26, 2020","['14,796']",ZA
"December 25, 2020","['14,305', '14,305']",ZA
"December 24, 2020","['14,046']",ZA
"December 23, 2020","['9,501', '9,501']",ZA
"December 22, 2020","['8,789']",ZA
"December 21, 2020","['9,445', '9,445']",ZA
"December 20, 2020","['10,939']",ZA
"December 19, 2020","['8,725', '8,725']",ZA
"December 18, 2020","['9,126']",ZA
"December 17, 2020","['10,008', '10,008']",ZA
"December 16, 2020","['7,552']",ZA
"December 15, 2020","['5,163', '5,163']",ZA
"December 14, 2020","['7,999']",ZA
"December 13, 2020","['7,882', '7,882']",ZA
"December 12, 2020","['8,319']",ZA
"December 11, 2020","['8,166']",ZA
"December 10, 2020","['6,709', '6,709']",ZA
"December 9, 2020","['4,011']",ZA
"December 8, 2020","['3,313', '3,313']",ZA
"December 7, 2020","['4,116']",ZA
"December 6, 2020","['4,645', '4,645']",ZA
"December 5, 2020","['4,932']",ZA
"December 4, 2020","['4,400', '4,400']",ZA
"December 3, 2020","['4,173']",ZA
"December 2, 2020","['2,295', '2,295']",ZA
"December 1, 2020","['2,302']",ZA
"November 30, 2020","['2,563', '2,563']",ZA
"November 29, 2020","['3,198']",ZA
"November 28, 2020","['3,370', '3,370']",ZA
"November 27, 2020","['3,069']",ZA
"November 26, 2020","['3,250', '3,250']",ZA
"November 25, 2020","['2,493']",ZA
"November 24, 2020","['2,080', '2,080']",ZA
"November 23, 2020","['2,270']",ZA
"November 22, 2020","['2,646']",ZA
"November 21, 2020","['3,105', '3,105']",ZA
"November 20, 2020","['2,514']",ZA
"November 19, 2020","['2,888', '2,888']",ZA
"November 18, 2020","['1,987']",ZA
"November 17, 2020","['1,245', '1,245']",ZA
"November 16, 2020","['1,842']",ZA
"November 15, 2020","['2,237', '2,237']",ZA
"November 14, 2020","['2,213']",ZA
"November 13, 2020","['2,338', '2,338']",ZA
"November 12, 2020","['2,140']",ZA
"November 11, 2020","['1,729', '1,729']",ZA
"November 10, 2020","['1,247']",ZA
"November 9, 2020","['1,372', '1,372']",ZA
"November 8, 2020","['1,731']",ZA
"November 7, 2020","['1,761', '1,761']",ZA
"November 6, 2020","['1,866']",ZA
"November 5, 2020","['1,712']",ZA
"November 4, 2020","['1,241', '1,241']",ZA
"November 3, 2020",['772'],ZA
"November 2, 2020","['1,371', '1,371']",ZA
"November 1, 2020","['1,770']",ZA
"October 31, 2020","['1,912', '1,912']",ZA
"October 30, 2020","['2,056']",ZA
"October 29, 2020","['1,863', '1,863']",ZA
"October 28, 2020","['1,092']",ZA
"October 27, 2020","['891', '891']",ZA
"October 26, 2020","['1,622']",ZA
"October 25, 2020","['1,834', '1,834']",ZA
"October 24, 2020","['1,897']",ZA
"October 23, 2020","['2,156', '2,156']",ZA
"October 22, 2020","['2,055']",ZA
"October 21, 2020","['1,050', '1,050']",ZA
"October 20, 2020","['1,461']",ZA
"October 19, 2020","['1,662', '1,662']",ZA
"October 18, 2020","['1,928']",ZA
"October 17, 2020","['2,019']",ZA
"October 16, 2020","['1,770', '1,770']",ZA
"October 15, 2020","['1,877']",ZA
"October 14, 2020","['1,178', '1,178']",ZA
"October 13, 2020",['888'],ZA
"October 12, 2020","['1,575', '1,575']",ZA
"October 11, 2020","['2,364']",ZA
"October 10, 2020","['1,641', '1,641']",ZA
"October 9, 2020","['3,649']",ZA
"October 8, 2020","['0', '0']",ZA
"October 7, 2020","['1,027']",ZA
"October 6, 2020","['926', '926']",ZA
"October 5, 2020","['1,573']",ZA
"October 4, 2020","['1,883', '1,883']",ZA
"October 3, 2020","['1,749']",ZA
"October 2, 2020","['1,745', '1,745']",ZA
"October 1, 2020","['1,767']",ZA
"September 30, 2020","['903', '903']",ZA
"September 29, 2020",['903'],ZA
"September 28, 2020","['1,268']",ZA
"September 27, 2020","['969', '969']",ZA
"September 26, 2020","['1,480']",ZA
"September 25, 2020","['1,861', '1,861']",ZA
"September 24, 2020","['1,906']",ZA
"September 23, 2020","['1,346', '1,346']",ZA
"September 22, 2020",['725'],ZA
"September 21, 2020","['1,555', '1,555']",ZA
"September 20, 2020","['2,029']",ZA
